gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGM,team2PM,team3PM,teamFTM,teamORB,teamDRB,teamTRB,teamDrtg,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGM,oppt2PM,oppt3PM,opptFTM,opptORB,opptDRB,opptTRB,opptDrtg,matchWinner
22/12/2020,Regular,2020-21,0,1,GSW,Away,Loss,0,99,26,18,6,6,24,37,27,10,15,13,34,47,113.1,1,0,BRK,Home,Win,0,125,24,20,11,7,22,42,27,15,26,13,44,57,89.6,BRK
22/12/2020,Regular,2020-21,1,0,LAC,Away,Win,0,116,22,16,10,3,29,44,30,14,14,11,29,40,105.3,0,1,LAL,Home,Loss,0,109,22,19,4,2,20,38,29,9,24,8,37,45,112.1,LAC
23/12/2020,Regular,2020-21,0,1,CHO,Away,Loss,0,114,29,15,10,4,17,45,29,16,8,8,24,32,119.2,1,0,CLE,Home,Win,0,121,34,18,12,3,22,46,32,14,15,10,40,50,112.3,CLE
23/12/2020,Regular,2020-21,0,1,NYK,Away,Loss,0,107,25,16,8,8,27,39,27,12,17,5,35,40,114.2,1,0,IND,Home,Win,0,121,28,13,6,9,24,46,38,8,21,10,40,50,101,IND
23/12/2020,Regular,2020-21,0,1,MIA,Away,Loss,0,107,25,22,11,2,21,42,35,7,16,7,36,43,107.7,1,0,ORL,Home,Win,0,113,23,17,15,3,19,42,32,10,19,11,30,41,102,ORL
23/12/2020,Regular,2020-21,0,1,WAS,Away,Loss,0,107,28,19,7,4,26,39,26,13,16,5,35,40,106.9,1,0,PHI,Home,Win,0,113,22,16,11,8,25,41,33,8,23,10,37,47,101.2,PHI
23/12/2020,Regular,2020-21,1,0,NOP,Away,Win,0,113,30,24,13,7,17,42,23,19,10,8,37,45,95.2,0,1,TOR,Home,Loss,0,99,26,20,10,5,22,38,24,14,9,7,28,35,108.6,NOP
23/12/2020,Regular,2020-21,0,1,MIL,Away,Loss,0,121,19,16,4,6,20,46,32,14,15,11,41,52,122.1,1,0,BOS,Home,Win,0,122,23,6,8,6,17,48,30,18,8,10,27,37,121.1,BOS
23/12/2020,Regular,2020-21,1,0,ATL,Away,Win,0,124,24,21,6,3,29,43,29,14,24,8,38,46,100.1,0,1,CHI,Home,Loss,0,104,20,15,10,3,22,36,28,8,24,8,29,37,119.4,ATL
23/12/2020,Regular,2020-21,1,0,SAS,Away,Win,0,131,28,10,8,8,18,48,38,10,25,8,40,48,110.5,0,1,MEM,Home,Loss,0,119,27,11,6,8,20,49,39,10,11,5,37,42,121.6,SAS
23/12/2020,Regular,2020-21,0,1,DET,Away,Loss,0,101,29,12,5,2,20,45,37,8,3,7,37,44,112.7,1,0,MIN,Home,Win,0,111,25,11,6,5,16,38,27,11,24,12,36,48,102.6,MIN
23/12/2020,Regular,2020-21,1,0,SAC,Away,Win,0,124,27,14,5,7,29,45,35,10,24,18,36,54,111.5,0,1,DEN,Home,Loss,0,122,28,15,6,11,25,47,39,8,20,10,36,46,113.3,SAC
23/12/2020,Regular,2020-21,1,0,UTA,Away,Win,0,120,24,11,3,3,16,43,24,19,15,12,47,59,101.8,0,1,POR,Home,Loss,0,100,23,6,6,3,18,37,25,12,14,6,34,40,122.1,UTA
23/12/2020,Regular,2020-21,0,1,DAL,Away,Loss,0,102,17,11,6,0,23,36,27,9,21,6,33,39,105.5,1,0,PHO,Home,Win,0,106,21,18,7,7,26,38,27,11,19,6,42,48,101.5,PHO
25/12/2020,Regular,2020-21,1,1,NOP,Away,Loss,1,98,18,19,8,2,20,31,21,10,26,11,30,41,114.7,1,1,MIA,Home,Win,1,111,29,17,11,2,25,38,22,16,19,4,31,35,101.3,MIA
25/12/2020,Regular,2020-21,0,2,GSW,Away,Loss,2,99,14,11,5,6,22,34,24,10,21,10,33,43,128.4,1,1,MIL,Home,Win,1,138,25,17,6,4,17,50,30,20,18,11,49,60,92.1,MIL
25/12/2020,Regular,2020-21,2,0,BRK,Away,Win,2,123,21,15,5,10,22,41,26,15,26,9,34,43,99.8,1,1,BOS,Home,Loss,1,95,23,15,6,5,27,37,29,8,13,20,27,47,129.2,BRK
25/12/2020,Regular,2020-21,0,2,DAL,Away,Loss,1,115,20,9,13,3,22,41,28,13,20,3,24,27,139.5,1,1,LAL,Home,Win,2,138,33,16,9,4,23,51,32,19,17,17,36,53,116.3,LAL
25/12/2020,Regular,2020-21,2,0,LAC,Away,Win,2,121,32,18,9,4,32,41,22,19,20,9,29,38,116.3,0,2,DEN,Home,Loss,1,108,25,13,7,1,20,37,26,11,23,10,22,32,130.3,LAC
26/12/2020,Regular,2020-21,2,0,ATL,Away,Win,2,122,23,15,4,5,20,38,25,13,33,13,41,54,107.3,0,2,MEM,Home,Loss,2,112,20,10,5,6,27,37,24,13,25,9,37,46,116.8,ATL
26/12/2020,Regular,2020-21,1,0,OKC,Away,Win,0,109,25,16,10,7,21,40,30,10,19,9,45,54,102.8,0,2,CHO,Home,Loss,2,107,27,13,11,8,22,37,24,13,20,13,34,47,104.7,OKC
26/12/2020,Regular,2020-21,2,0,CLE,Away,Win,2,128,29,18,13,4,24,48,35,13,19,7,44,51,97.8,0,2,DET,Home,Loss,2,119,24,22,9,5,20,40,24,16,23,10,47,57,105.2,CLE
26/12/2020,Regular,2020-21,2,0,ORL,Away,Win,2,130,25,13,8,0,21,48,37,11,23,11,43,54,108.7,0,2,WAS,Home,Loss,2,120,28,14,5,3,25,46,33,13,15,7,36,43,117.8,ORL
26/12/2020,Regular,2020-21,2,0,PHI,Away,Win,2,109,20,12,9,6,19,41,30,11,16,12,35,47,94.8,0,2,NYK,Home,Loss,2,89,19,16,6,4,23,32,24,8,17,13,30,43,116,PHI
26/12/2020,Regular,2020-21,2,0,IND,Away,Win,2,125,34,16,15,4,26,52,43,9,12,9,40,49,100,0,2,CHI,Home,Loss,2,106,23,20,7,7,16,34,18,16,22,13,28,41,117.9,IND
26/12/2020,Regular,2020-21,0,2,TOR,Away,Loss,2,114,32,11,8,9,23,44,29,15,11,10,36,46,114.3,2,0,SAS,Home,Win,2,119,36,16,4,3,20,47,33,14,11,14,39,53,109.5,SAS
26/12/2020,Regular,2020-21,2,0,MIN,Away,Win,2,116,21,9,9,5,28,45,32,13,13,12,28,40,108.5,1,1,UTA,Home,Loss,2,111,15,18,5,4,20,36,26,10,29,19,38,57,113.4,MIN
26/12/2020,Regular,2020-21,0,1,HOU,Away,Loss,0,126,27,16,5,5,22,45,34,11,25,10,32,42,119.2,1,1,POR,Home,Win,2,128,27,13,10,5,20,47,28,19,15,11,34,45,117.4,POR
26/12/2020,Regular,2020-21,1,1,PHO,Away,Loss,2,103,25,11,8,5,23,41,30,11,10,10,30,40,104.6,2,0,SAC,Home,Win,2,106,20,18,4,9,22,39,34,5,23,15,41,56,101.6,SAC
27/12/2020,Regular,2020-21,1,2,DAL,Away,Win,1,124,25,6,10,2,14,43,29,14,24,11,43,54,80.3,2,1,LAC,Home,Loss,1,73,13,12,2,2,19,26,22,4,17,5,31,36,136.3,DAL
27/12/2020,Regular,2020-21,2,1,SAS,Away,Loss,0,95,26,15,5,10,23,38,27,11,8,4,43,47,97.2,2,1,NOP,Home,Win,1,98,15,8,11,4,16,36,31,5,21,13,43,56,94.2,NOP
27/12/2020,Regular,2020-21,3,0,ORL,Away,Win,0,120,19,10,6,3,14,37,28,9,37,11,34,45,114.1,0,3,WAS,Home,Loss,0,113,27,13,6,4,26,47,39,8,11,13,34,47,121.2,ORL
27/12/2020,Regular,2020-21,2,1,BRK,Away,Loss,1,104,23,19,4,5,17,35,18,17,17,6,40,46,103.3,1,2,CHO,Home,Win,0,106,35,12,8,3,25,43,33,10,10,13,39,52,101.4,CHO
27/12/2020,Regular,2020-21,2,1,PHI,Away,Loss,0,94,24,21,9,5,19,33,21,12,16,8,31,39,117.5,3,0,CLE,Home,Win,0,118,31,16,13,6,22,48,39,9,13,11,34,45,93.6,CLE
27/12/2020,Regular,2020-21,1,2,MIL,Away,Loss,1,110,24,11,7,5,21,41,34,7,21,17,27,44,129.4,1,2,NYK,Home,Win,0,130,27,15,5,4,23,46,30,16,22,8,38,46,109.5,NYK
27/12/2020,Regular,2020-21,1,2,BOS,Away,Loss,1,107,21,18,13,7,17,40,31,9,18,6,34,40,107.6,3,0,IND,Home,Win,0,108,23,16,11,7,20,45,38,7,11,8,29,37,106.6,IND
27/12/2020,Regular,2020-21,1,2,GSW,Away,Win,1,129,25,12,17,4,23,42,24,18,27,10,31,41,111.1,0,3,CHI,Home,Loss,0,128,27,24,4,6,21,44,27,17,23,7,47,54,111.9,GSW
27/12/2020,Regular,2020-21,2,1,PHO,Away,Win,0,116,34,9,6,3,20,46,32,14,10,8,36,44,102.2,2,1,SAC,Home,Loss,0,100,21,15,5,4,23,36,26,10,18,3,36,39,118.5,PHO
27/12/2020,Regular,2020-21,2,1,MIN,Away,Loss,0,91,24,17,11,6,24,38,32,6,9,17,31,48,119,2,1,LAL,Home,Win,1,127,32,17,6,14,19,50,37,13,14,5,41,46,85.3,LAL
28/12/2020,Regular,2020-21,1,2,MEM,Away,Win,1,116,20,19,10,4,17,42,32,10,22,16,40,56,101.5,2,2,BRK,Home,Loss,0,111,28,17,13,6,20,41,27,14,15,13,37,50,106,MEM
28/12/2020,Regular,2020-21,0,3,DET,Away,Loss,1,120,24,8,7,4,25,43,30,13,21,17,31,48,130.8,3,0,ATL,Home,Win,1,128,30,13,5,7,22,40,20,20,28,8,37,45,122.7,ATL
28/12/2020,Regular,2020-21,2,1,UTA,Away,Win,1,110,24,16,9,6,19,43,30,13,11,8,35,43,109.9,1,1,OKC,Home,Loss,1,109,21,15,9,5,16,40,25,15,14,7,30,37,110.9,UTA
28/12/2020,Regular,2020-21,0,2,HOU,Away,Loss,1,111,25,15,8,3,25,39,23,16,17,5,33,38,119.5,1,2,DEN,Home,Win,2,124,31,14,8,7,18,46,32,14,18,11,41,52,107,DEN
28/12/2020,Regular,2020-21,2,1,POR,Away,Win,1,115,27,9,9,6,16,43,27,16,13,7,38,45,107.1,2,2,LAL,Home,Loss,0,107,20,14,6,5,14,41,31,10,15,6,35,41,115.1,POR
29/12/2020,Regular,2020-21,2,2,NYK,Away,Win,1,95,23,25,9,6,21,34,20,14,13,14,41,55,89.9,3,1,CLE,Home,Loss,1,86,22,13,13,10,17,32,25,7,15,14,29,43,99.3,NYK
29/12/2020,Regular,2020-21,2,2,GSW,Away,Win,1,116,21,19,8,8,28,38,24,14,26,4,36,40,103.8,0,4,DET,Home,Loss,0,106,21,15,8,6,26,35,22,13,23,16,29,45,113.6,GSW
29/12/2020,Regular,2020-21,2,2,BOS,Away,Win,1,116,21,14,10,3,16,40,31,9,27,12,31,43,113,3,1,IND,Home,Loss,1,111,27,14,9,5,25,43,31,12,13,4,32,36,118.1,BOS
29/12/2020,Regular,2020-21,1,3,CHI,Away,Win,1,115,26,14,7,1,23,38,23,15,24,5,32,37,101.3,0,4,WAS,Home,Loss,1,107,25,19,6,6,28,37,27,10,23,8,39,47,108.9,CHI
29/12/2020,Regular,2020-21,0,3,TOR,Away,Loss,2,93,21,19,12,7,28,32,15,17,12,10,37,47,96.3,3,1,PHI,Home,Win,1,100,21,18,10,10,15,32,24,8,28,9,45,54,89.6,PHI
29/12/2020,Regular,2020-21,2,2,MIL,Away,Win,1,144,32,17,14,2,22,51,22,29,13,10,35,45,93.8,1,2,MIA,Home,Loss,3,97,23,21,9,6,18,37,26,11,12,3,27,30,139.3,MIL
29/12/2020,Regular,2020-21,4,0,ORL,Away,Win,1,118,26,11,12,2,23,49,42,7,13,12,34,46,104.4,1,2,OKC,Home,Loss,0,107,20,20,3,7,18,43,32,11,10,10,37,47,115.1,ORL
29/12/2020,Regular,2020-21,2,2,NOP,Away,Loss,1,86,18,16,8,3,14,37,34,3,9,7,34,41,122.8,3,1,PHO,Home,Win,1,111,24,10,7,4,18,37,18,19,18,12,31,43,95.1,PHO
29/12/2020,Regular,2020-21,1,3,DEN,Away,Loss,0,115,27,19,7,5,18,44,33,11,16,7,32,39,126.2,3,1,SAC,Home,Win,1,125,33,10,9,2,18,46,30,16,17,12,25,37,116.1,SAC
29/12/2020,Regular,2020-21,2,2,MIN,Away,Loss,1,101,22,14,7,6,15,37,24,13,14,11,28,39,126.4,3,1,LAC,Home,Win,1,124,32,13,6,10,21,47,31,16,14,7,39,46,103,LAC
30/12/2020,Regular,2020-21,2,3,MIL,Away,Loss,0,108,26,13,14,6,25,40,24,16,12,16,31,47,115.2,2,2,MIA,Home,Win,0,119,25,22,5,5,18,40,25,15,24,10,42,52,104.6,MIA
30/12/2020,Regular,2020-21,3,1,ATL,Away,Loss,1,141,27,12,5,2,19,47,29,18,29,17,37,54,136.2,3,2,BRK,Home,Win,1,145,30,8,6,3,24,54,35,19,18,9,31,40,132.5,BRK
30/12/2020,Regular,2020-21,1,3,MEM,Away,Loss,1,107,26,22,8,3,13,40,31,9,18,14,32,46,120.2,3,2,BOS,Home,Win,0,126,27,16,17,11,21,49,33,16,12,10,32,42,102.1,BOS
30/12/2020,Regular,2020-21,2,2,CHO,Away,Win,2,118,30,23,6,6,28,43,28,15,17,12,38,50,98.4,1,3,DAL,Home,Loss,2,99,24,14,10,6,16,34,22,12,19,13,26,39,117.2,CHO
30/12/2020,Regular,2020-21,3,2,LAL,Away,Win,1,121,25,17,4,3,24,46,32,14,15,7,40,47,107.6,2,2,SAS,Home,Loss,2,107,25,10,8,4,18,40,30,10,17,7,32,39,121.7,LAL
30/12/2020,Regular,2020-21,2,2,POR,Away,Loss,1,105,14,17,5,4,17,32,20,12,29,5,36,41,126.3,4,1,LAC,Home,Win,0,128,30,10,13,6,25,47,29,18,16,11,36,47,103.6,LAC
31/12/2020,Regular,2020-21,3,2,CLE,Away,Loss,1,99,22,18,5,6,22,37,25,12,13,11,32,43,120.1,4,1,IND,Home,Win,1,119,28,14,12,1,22,42,26,16,19,9,35,44,99.9,IND
31/12/2020,Regular,2020-21,2,3,CHI,Away,Win,1,133,34,15,9,3,27,50,36,14,19,9,35,44,123.1,0,5,WAS,Home,Loss,1,130,27,14,8,4,27,42,28,14,32,9,28,37,125.9,CHI
31/12/2020,Regular,2020-21,4,1,PHI,Away,Win,1,116,23,14,7,10,23,44,29,15,13,7,47,54,89.3,4,1,ORL,Home,Loss,1,92,17,11,2,5,15,33,26,7,19,10,38,48,112.7,PHI
31/12/2020,Regular,2020-21,3,2,SAC,Away,Loss,1,119,23,15,11,5,21,45,34,11,18,14,31,45,117.1,1,2,HOU,Home,Win,2,122,26,18,10,6,14,45,32,13,19,10,35,45,114.3,HOU
31/12/2020,Regular,2020-21,2,3,NYK,Away,Loss,1,83,21,15,6,3,21,32,29,3,16,9,39,48,100.8,1,3,TOR,Home,Win,1,100,21,16,7,6,22,34,17,17,15,9,44,53,83.7,TOR
31/12/2020,Regular,2020-21,3,2,NOP,Away,Win,1,113,23,13,9,4,16,44,31,13,12,14,44,58,82.4,1,3,OKC,Home,Loss,1,80,24,19,6,3,20,30,15,15,5,7,33,40,116.3,NOP
31/12/2020,Regular,2020-21,4,1,PHO,Away,Win,1,106,26,15,5,6,17,41,24,17,7,5,36,41,99.7,2,2,UTA,Home,Loss,2,95,16,13,8,3,15,35,23,12,13,10,36,46,111.2,PHO
01/01/2021,Regular,2020-21,2,3,MEM,Away,Win,1,108,34,15,10,6,18,43,29,14,8,10,38,48,93.9,2,3,CHO,Home,Loss,1,93,23,18,9,4,15,35,26,9,14,10,32,42,109.1,MEM
01/01/2021,Regular,2020-21,2,3,MIA,Away,Loss,1,83,20,14,10,2,24,29,22,7,18,5,36,41,95.4,2,3,DAL,Home,Win,1,93,18,16,9,3,25,32,20,12,17,4,45,49,85.1,DAL
01/01/2021,Regular,2020-21,3,3,BOS,Away,Loss,1,93,20,19,12,11,20,39,31,8,7,7,37,44,95.4,1,4,DET,Home,Win,2,96,18,19,9,2,16,36,25,11,13,12,36,48,92.4,DET
01/01/2021,Regular,2020-21,4,1,ATL,Away,Win,1,114,24,9,8,3,20,43,27,16,12,10,38,48,98.7,3,3,BRK,Home,Loss,1,96,19,15,6,6,16,35,28,7,19,10,35,45,117.2,ATL
01/01/2021,Regular,2020-21,2,4,CHI,Away,Loss,0,96,18,20,10,6,21,38,32,6,14,6,36,42,116.5,3,3,MIL,Home,Win,1,126,27,17,16,6,19,42,20,22,20,5,39,44,88.7,MIL
01/01/2021,Regular,2020-21,1,5,WAS,Away,Win,0,130,35,16,9,3,19,49,33,16,16,8,35,43,104.1,2,3,MIN,Home,Loss,2,109,17,20,9,3,22,42,29,13,12,11,32,43,124.1,WAS
01/01/2021,Regular,2020-21,4,2,LAL,Away,Win,1,109,27,13,8,7,20,41,27,14,13,16,42,58,102.5,2,3,SAS,Home,Loss,1,103,23,13,3,8,20,36,23,13,18,8,37,45,108.4,LAL
01/01/2021,Regular,2020-21,5,1,PHO,Away,Win,0,106,24,17,1,4,20,37,24,13,19,8,29,37,111.3,1,4,DEN,Home,Loss,2,103,28,11,7,1,25,39,27,12,13,8,30,38,114.5,PHO
01/01/2021,Regular,2020-21,4,2,LAC,Away,Loss,1,100,19,8,6,8,16,33,20,13,21,12,31,43,117.7,3,2,UTA,Home,Win,0,106,28,13,3,3,20,41,26,15,9,13,33,46,111,UTA
01/01/2021,Regular,2020-21,3,2,POR,Away,Win,1,123,23,10,11,3,27,40,20,20,23,8,43,51,93.9,2,3,GSW,Home,Loss,2,98,19,15,4,9,28,31,24,7,29,3,41,44,117.8,POR
02/01/2021,Regular,2020-21,3,3,SAC,Away,Loss,1,94,11,14,5,4,21,35,26,9,15,14,33,47,105.4,2,2,HOU,Home,Win,1,102,15,13,10,10,22,36,23,13,17,6,42,48,97.2,HOU
02/01/2021,Regular,2020-21,3,3,NYK,Away,Win,1,106,23,15,4,3,16,42,30,12,10,10,41,51,110.4,4,2,IND,Home,Loss,1,102,22,8,6,4,21,34,15,19,15,5,27,32,114.8,NYK
02/01/2021,Regular,2020-21,2,3,OKC,Away,Win,1,108,22,10,5,5,17,38,25,13,19,6,46,52,99.7,4,2,ORL,Home,Loss,1,99,21,6,7,1,18,40,30,10,9,15,40,55,108.8,OKC
02/01/2021,Regular,2020-21,2,4,CHO,Away,Loss,0,112,34,12,15,5,18,38,25,13,23,14,26,40,126.3,5,1,PHI,Home,Win,1,127,35,21,10,7,17,47,31,16,17,7,38,45,111.3,PHI
02/01/2021,Regular,2020-21,4,2,CLE,Away,Win,1,96,19,15,10,2,21,38,31,7,13,15,31,46,95.7,4,2,ATL,Home,Loss,0,91,22,20,9,5,20,35,24,11,10,15,33,48,100.9,CLE
02/01/2021,Regular,2020-21,1,4,TOR,Away,Loss,1,116,21,9,6,4,29,38,24,14,26,10,30,40,122.5,4,2,NOP,Home,Win,1,120,26,12,6,7,18,35,21,14,36,14,36,50,118.4,NOP
03/01/2021,Regular,2020-21,4,3,BOS,Away,Win,1,122,35,17,4,5,22,49,34,15,9,12,29,41,125.9,1,5,DET,Home,Loss,1,120,29,9,8,7,16,41,25,16,22,8,25,33,128,BOS
03/01/2021,Regular,2020-21,2,5,WAS,Away,Win,1,123,27,7,9,3,22,43,31,12,25,13,36,49,113,3,4,BRK,Home,Loss,1,122,25,20,5,9,24,40,26,14,28,7,44,51,113.9,WAS
03/01/2021,Regular,2020-21,5,2,LAL,Away,Win,1,108,24,10,9,5,15,41,29,12,14,12,37,49,100.8,2,4,MEM,Home,Loss,1,94,23,11,6,3,18,39,30,9,7,14,36,50,115.8,LAL
03/01/2021,Regular,2020-21,2,4,DEN,Away,Win,1,124,34,15,6,4,11,45,26,19,15,13,30,43,112.2,2,4,MIN,Home,Loss,1,109,30,14,11,6,17,44,34,10,11,9,27,36,127.6,DEN
03/01/2021,Regular,2020-21,4,2,UTA,Away,Win,1,130,29,19,4,11,18,49,28,21,11,9,48,57,103,2,4,SAS,Home,Loss,1,109,23,7,13,4,16,44,38,6,15,14,31,45,122.9,UTA
03/01/2021,Regular,2020-21,2,4,DAL,Away,Loss,1,108,23,15,6,4,27,39,28,11,19,11,30,41,116.6,3,4,CHI,Home,Win,1,118,16,16,11,2,24,39,26,13,27,11,37,48,106.8,CHI
03/01/2021,Regular,2020-21,5,2,LAC,Away,Win,1,112,24,10,5,2,22,40,23,17,15,8,29,37,117,5,2,PHO,Home,Loss,1,107,23,13,4,3,22,37,27,10,23,7,33,40,122.5,LAC
03/01/2021,Regular,2020-21,3,3,POR,Away,Loss,1,122,16,12,7,2,27,41,27,14,26,12,28,40,127.8,3,3,GSW,Home,Win,1,137,23,15,4,7,24,49,36,13,26,11,42,53,113.8,GSW
04/01/2021,Regular,2020-21,4,3,CLE,Away,Loss,1,83,20,14,12,4,14,33,23,10,7,9,26,35,112.6,5,2,ORL,Home,Win,1,103,22,19,9,7,15,38,23,15,12,18,36,54,90.7,ORL
04/01/2021,Regular,2020-21,2,5,CHO,Away,Loss,1,101,30,16,4,4,24,36,23,13,16,8,39,47,116.6,6,1,PHI,Home,Win,1,118,34,10,7,5,21,46,35,11,15,14,41,55,99.8,PHI
04/01/2021,Regular,2020-21,4,3,NYK,Away,Win,1,113,26,15,9,6,21,43,36,7,20,11,34,45,110.9,4,3,ATL,Home,Loss,1,108,24,12,4,2,21,40,30,10,18,10,30,40,116.1,NYK
04/01/2021,Regular,2020-21,2,4,OKC,Away,Loss,1,90,20,15,6,4,15,29,16,13,19,6,32,38,120.2,3,3,MIA,Home,Win,2,118,34,14,7,0,20,46,30,16,10,4,43,47,91.7,MIA
04/01/2021,Regular,2020-21,5,3,BOS,Away,Win,0,126,19,19,3,9,29,41,26,15,29,12,44,56,108.9,1,5,TOR,Home,Loss,1,114,20,10,13,4,26,36,23,13,29,8,29,37,120.3,BOS
04/01/2021,Regular,2020-21,3,4,DAL,Away,Win,0,113,24,15,4,3,31,39,23,16,19,10,41,51,105.8,2,3,HOU,Home,Loss,1,100,17,12,5,4,19,30,19,11,29,7,28,35,119.6,DAL
04/01/2021,Regular,2020-21,1,6,DET,Away,Loss,0,115,27,8,9,5,17,43,26,17,12,6,25,31,121.7,4,3,MIL,Home,Win,2,125,32,19,6,4,18,49,35,14,13,7,42,49,112,MIL
04/01/2021,Regular,2020-21,5,2,IND,Away,Win,1,118,32,14,10,8,27,45,26,19,9,5,37,42,107,4,3,NOP,Home,Loss,1,116,26,18,5,4,20,44,35,9,19,16,41,57,108.9,IND
04/01/2021,Regular,2020-21,3,4,SAC,Away,Loss,1,106,20,14,5,6,20,34,24,10,28,11,41,52,125.6,4,3,GSW,Home,Win,0,137,41,11,4,6,28,51,28,23,12,3,45,48,97.2,GSW
05/01/2021,Regular,2020-21,4,3,UTA,Away,Loss,1,96,17,15,6,3,18,33,22,11,19,9,32,41,127.1,4,4,BRK,Home,Win,1,130,31,12,11,5,22,52,38,14,12,8,43,51,93.8,BRK
05/01/2021,Regular,2020-21,6,2,LAL,Away,Win,1,94,24,17,7,8,14,38,29,9,9,9,43,52,93.6,2,5,MEM,Home,Loss,1,92,24,13,14,4,14,36,26,10,10,5,33,38,95.6,LAL
05/01/2021,Regular,2020-21,2,5,MIN,Away,Loss,1,116,24,14,8,4,31,42,31,11,21,10,32,42,120.2,3,4,DEN,Home,Win,1,123,22,14,9,2,27,41,33,8,33,10,32,42,113.4,DEN
05/01/2021,Regular,2020-21,3,4,SAS,Away,Win,1,116,23,10,9,3,13,44,24,20,8,11,33,44,116.5,5,3,LAC,Home,Loss,1,113,29,13,6,7,16,43,28,15,12,7,38,45,119.6,SAS
05/01/2021,Regular,2020-21,4,4,CHI,Away,Win,1,111,27,15,5,5,19,40,24,16,15,11,41,52,107.6,3,4,POR,Home,Loss,1,108,23,11,8,3,16,39,20,19,11,10,36,46,110.6,CHI
06/01/2021,Regular,2020-21,2,4,HOU,Away,Loss,1,107,19,16,7,12,22,39,31,8,21,5,34,39,113.4,6,2,IND,Home,Win,1,114,21,9,10,9,21,42,33,9,21,7,31,38,106.5,IND
06/01/2021,Regular,2020-21,4,4,CLE,Away,Loss,1,94,24,10,9,4,19,36,32,4,18,13,32,45,113.1,6,2,ORL,Home,Win,1,105,20,15,4,4,22,40,28,12,13,8,35,43,101.3,ORL
06/01/2021,Regular,2020-21,2,6,WAS,Away,Loss,2,136,27,13,9,2,27,47,31,16,26,9,26,35,128.5,7,1,PHI,Home,Win,1,141,33,16,9,6,21,50,32,18,23,1,34,35,123.9,PHI
06/01/2021,Regular,2020-21,3,5,CHO,Away,Win,1,102,22,9,11,7,14,32,21,11,27,8,41,49,93.9,4,4,ATL,Home,Loss,1,94,25,13,6,1,25,36,29,7,15,12,45,57,101.8,CHO
06/01/2021,Regular,2020-21,6,3,BOS,Away,Win,1,107,22,7,7,5,23,42,30,12,11,16,37,53,113.8,3,4,MIA,Home,Loss,1,105,26,8,2,7,15,35,22,13,22,6,36,42,115.9,BOS
06/01/2021,Regular,2020-21,4,4,UTA,Away,Loss,0,100,20,14,5,9,15,40,26,14,6,10,32,42,116.1,5,3,NYK,Home,Win,1,112,22,12,10,5,17,45,37,8,14,11,37,48,103.7,NYK
06/01/2021,Regular,2020-21,1,7,DET,Away,Loss,1,115,20,9,6,3,20,38,25,13,26,15,32,47,128.1,5,3,MIL,Home,Win,1,130,35,14,5,4,22,49,30,19,13,9,38,47,113.4,MIL
06/01/2021,Regular,2020-21,3,4,OKC,Away,Win,1,111,28,14,10,5,18,40,21,19,12,4,34,38,106.7,4,4,NOP,Home,Loss,1,110,25,15,11,0,18,44,40,4,18,9,43,52,107.6,OKC
06/01/2021,Regular,2020-21,1,6,TOR,Away,Loss,1,115,18,12,6,5,19,39,25,14,23,10,32,42,131.4,6,2,PHO,Home,Win,2,123,30,10,4,3,23,40,19,21,22,8,33,41,122.8,PHO
06/01/2021,Regular,2020-21,6,3,LAC,Away,Win,0,108,19,19,6,3,26,36,25,11,25,12,36,48,104.9,4,4,GSW,Home,Loss,1,101,25,13,10,2,21,39,31,8,15,8,27,35,112.1,LAC
06/01/2021,Regular,2020-21,4,5,CHI,Away,Loss,0,124,27,14,3,2,21,49,35,14,12,10,33,43,130.3,4,4,SAC,Home,Win,1,128,30,7,8,3,16,47,33,14,20,12,27,39,126.2,SAC
07/01/2021,Regular,2020-21,7,2,PHI,Away,Loss,0,109,23,20,6,6,25,41,32,9,18,4,43,47,111.3,5,4,BRK,Home,Win,1,122,30,12,11,7,17,44,29,15,19,11,37,48,99.4,BRK
07/01/2021,Regular,2020-21,5,4,CLE,Away,Win,0,94,24,15,11,3,14,36,23,13,9,7,30,37,97.9,2,6,MEM,Home,Loss,1,90,27,18,13,6,17,36,25,11,7,11,37,48,102.3,CLE
07/01/2021,Regular,2020-21,4,4,DAL,Away,Win,2,124,27,13,12,7,21,42,26,16,24,7,37,44,110.4,3,5,DEN,Home,Loss,1,117,25,13,8,1,27,43,28,15,16,9,38,47,117,DAL
07/01/2021,Regular,2020-21,4,4,SAS,Away,Win,1,118,28,6,4,3,15,43,27,16,16,6,34,40,111.5,6,3,LAL,Home,Loss,1,109,21,13,2,4,20,43,33,10,13,9,39,48,120.7,SAS
07/01/2021,Regular,2020-21,2,6,MIN,Away,Loss,1,117,24,16,11,4,19,39,25,14,25,15,33,48,126.6,4,4,POR,Home,Win,1,135,25,15,10,6,23,49,31,18,19,6,38,44,109.7,POR
08/01/2021,Regular,2020-21,6,3,PHO,Away,Loss,1,105,24,21,10,7,25,41,24,17,6,9,41,50,103.7,2,7,DET,Home,Win,1,110,23,14,13,4,14,37,26,11,25,9,37,46,99,DET
